fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,mpdockq_AH,mpdockq_AL,mpdockq_HL,mpdockq,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_L,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pair_pae_AH,chain_pae_H,chain_pae_L,chain_pair_pae_AL,avg_pair_pae,avg_model_plddt,chain_pair_pae_HL,avg_internal_pae,del_G_B,scaled_model_RMSD,scaled_query_RMSD
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.3548093096868266,1.612417060643826,0.2311791181433044,1.068531309656692,2.4900525097604715,2.197043536106005,1.013015769385509,2.304121480135064,0.016566877746343592,0.09107267572803024,-0.187265984125216,0.49869559626542365,1.9246551861032315,2.011939334802629,0.8105077651761405,1.9160709965675742,0.003962506310619868,2.1083862532145776,-1.7005229026566182,0.6207801386361066,1.6056566736395461,-1.7313302331436382,-2.2276909105022833,1.7519206935895661,-1.085506589593668,-0.49534590206153295,1.9492724593699484,-1.7210443337104426,-1.2257682161261487,-1.4364752611185767,-1.737543406814567,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.853733879975448,1.8611870297152877,0.40608572532449594,-1.45493582881839,-1.480241609493118,-0.43146687791588567,1.4462758476432838,1.0240037540896043,-0.609384611924572,1.616938405283302,-1.6875276896905187,-0.9950761607996966,-0.34488939460082396,-1.7436119628501172,-1.7062854079450334,1.6759459188613433,-0.8748434864239786,-0.8117622070584837,-0.5280417011465103,2.099202769721057,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.2420230548473623,1.7534699358399475,0.11435987396316645,1.061637104134416,2.5030454712435013,2.057817300297302,1.0232179059526694,2.259008784505922,0.0165653670466576,0.09107277676827048,-0.2653233014845273,0.48675308936005457,1.929230916101842,2.017905147587499,0.8011067046305341,1.919396380103901,-0.05568379101394002,2.1123611194801173,-1.7012787717641726,0.48437217784936853,1.6716229882899332,-1.7316681293158431,-2.0507769209261637,1.7485002879512044,-1.087487771427747,-0.5656168879343512,1.975894157926004,-1.721691873987642,-1.2443028133195233,-1.4364752611185767,-0.8864040207208803,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.853733879975448,1.8611870297152877,0.6813635394989268,-1.4554955707587152,-1.4807992776297836,-0.41864368455452516,1.4282969462219168,1.0435037726832652,-0.6034505380909589,1.624100566499498,-1.6902370383894145,-1.000734843848023,-0.2794142028920822,-1.7419564258383307,-1.7062809920328375,1.6846846154355675,-0.8663959180732353,-0.8012331938316144,-0.578231850699525,2.1596214799235884,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6857363127571279,1.2476519571418074,1.7763066932308025,0.34905449853097886,1.1447098263779887,2.486144137050069,2.099451236418406,1.0864326689520072,2.2517697032178954,0.016565438491877537,0.09107279409083309,-0.09987591414067563,0.6431102588525762,1.9344777616721716,2.0256509045459183,0.8407208078209544,1.9314525050816038,-0.11662674697599035,2.1157540734647067,-1.7032037184247446,0.5881608436653649,1.64104996941905,-1.7204684048592254,-2.297459807799908,1.783518480157687,-1.1367337041126127,-0.6453272599691898,1.973134811583583,-1.7202026054303408,-1.2348984463373953,-1.4364752611185767,-1.3648399585882227,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.853733879975448,1.8611870297152877,0.6813635394989268,-1.4554955707587152,-1.4813569457664495,-0.4571132646386056,1.4575648386062305,1.043125507876768,-0.6051583037077825,1.6311731166901577,-1.692787814157255,-1.0299641182091863,-0.37870878533445596,-1.7472530370991493,-1.7127917446540797,1.6957785363005886,-0.9104565529977569,-0.8193301883280887,-0.533539546108412,2.130684438026948,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.34921061500619,1.9380458725408243,0.3436818699644221,1.1722181861675012,2.480209090108716,2.11322649803059,1.0083439518052966,2.254843850849343,0.01656679869127912,0.091072924963482,-0.10406345741056616,0.701482594544852,1.9291236208479132,2.028776451196983,0.8116208992463849,1.925868540403327,-0.02845395962664094,2.0996372268739334,-1.6982573109849077,0.5659204152762228,1.6448004127990297,-1.7316505138755858,-2.190314715521413,1.7336854890512854,-1.1117596221247927,-0.5446404742409726,1.9565720596205989,-1.7217280112899391,-1.256157019106853,-1.4364752611185767,-0.1184684952892508,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.853733879975448,1.8611870297152877,0.6813635394989268,-1.45493582881839,-1.4819146139031152,-0.4571132646386056,1.4426234174208532,1.0401047359238105,-0.6060349502666168,1.614729493503776,-1.690762459146047,-0.9980505967609966,-0.36053108449440785,-1.7465389079998799,-1.7095219960578016,1.6826788755746815,-0.879165270232189,-0.8109794983807462,-0.5258854158531983,2.1906936551173675,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6857363127571279,1.3601999468253212,1.6280319031004997,0.11624916708711758,1.0388094262543468,2.4872949957551787,2.1479166132720033,1.0609860723969173,2.2845906333485138,0.016566954280678493,0.09107268642305727,-0.26412321762795316,0.4484210467648433,1.940394701640196,2.0334960639884967,0.8179441472685692,1.9341599383842256,0.003962506310619868,2.1099135212621953,-1.7058643776833364,0.5807473675356508,1.6432223671833126,-1.721782708235052,-2.212740432509935,1.7598332108581787,-1.105988392662584,-0.5173711364395804,1.966232177401185,-1.720225450333535,-1.2476282445088973,-1.4364752611185767,-0.6906355514998571,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.853733879975448,1.8611870297152877,0.6813635394989268,-1.4554955707587152,-1.4819146139031152,-0.43146687791588567,1.4403984165608805,1.0429918454009715,-0.6097536752824902,1.6147474157088793,-1.6924428588632046,-1.002787930133506,-0.351788053748899,-1.7482485736600173,-1.7119202926829111,1.6836320361830346,-0.8914805574256535,-0.814551501962225,-0.522081429301297,2.168962022818177,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.3457508327420211,2.1516041455444777,0.107845426415942,1.1421346156758447,2.4640257875696747,2.173652928917972,0.9722736678900121,2.2792622595205083,0.016566750057830624,0.09107312154248755,-0.2694462486006342,0.637826562503852,1.90918709286679,2.0093265320355167,0.7824107414950628,1.9034094130898886,-0.05179381510146872,2.092819563943028,-1.6907973868060835,0.5926089293431933,1.6941305521659835,-1.7145571979366985,-2.3547699734372425,1.7720085609472778,-1.0643917948184272,-0.6138626394291219,1.9809106072814446,-1.7069506150889076,-1.2596437399592322,-1.4364752611185767,0.1451916156037187,1.859580970825893,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.8192427726269564,1.8611870297152877,0.40608572532449594,-1.4526968610570892,-1.479683941356452,-0.41864368455452516,1.4813615395961404,1.0493742286201597,-0.6133832826371342,1.606261251590348,-1.6796129478537016,-0.960238986443204,-0.3095093817462905,-1.739364401700241,-1.699012694785937,1.6947508874760056,-0.8522545710545348,-0.8038463034682755,-0.5270610011857733,2.198630321213953,2.3189395364452268
-0.329076186410613,0.0,1.6582419439962546,1.6793415263154032,1.6857363127571279,1.2459758354899448,1.951401632945229,-0.05248058228029205,1.0627802918089981,2.491753152602539,2.267401661294363,1.116103381439602,2.300732628767357,0.01656541717573633,0.09107293643689818,-0.3639709944899397,0.48872138880486976,1.963858300662201,2.06316891433542,1.0279523057528435,1.9909512939798328,-0.11662674697599035,2.117214372865796,-1.6923227794308773,0.6474686527030771,1.7830171544279274,-1.7294686013891933,-2.280017583475502,1.7794287460949223,-1.201344071850982,-0.5960326877897502,2.027944139742381,-1.7233314235764527,-1.2482883533346483,-1.4364752611185767,-0.6499989335985242,1.8944620420683622,1.8634698830720093,1.868625159657056,0.1249874670609726,1.2954387258519804,0.8261707019486648,1.8882249873239394,1.8963922842334364,0.6813635394989268,-1.4582942804603414,-1.4869336271331077,-0.5725220048908479,1.592041356244138,1.0205071437228215,-0.6014841375225237,1.668381854769535,-1.6953610741466631,-1.129390081257025,-0.5596877483322068,-1.7576423545420543,-1.7287173492437562,1.7375190416895123,-1.0665242349486725,-0.8568165888881012,-0.5039636919715211,2.1707591444489918,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.3404168861267205,1.8760879938265025,0.1040964394002412,1.0901331690056577,2.458940425130571,2.1459047745080513,0.9152427896221471,2.2497184352510304,0.016566675406719848,0.09107287309359748,-0.2718084245454029,0.537266414314146,1.911371956472116,2.0081055479120886,0.7957414701106865,1.9059389359300007,-0.06346374283888262,2.088500091402194,-1.6652086979516718,0.6652609954143908,1.7162028264521474,-1.712642186060262,-2.078186130578802,1.7290314300123164,-1.064753504364898,-0.4554907160441137,1.9782379733587536,-1.6937941714504363,-1.265940170454114,-1.4364752611185767,0.6625105213860627,1.8246998995834238,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.8192427726269564,1.8611870297152877,0.40608572532449594,-1.4526968610570892,-1.4785686050831204,-0.40582049119316466,1.4753685724556846,1.0489077465796368,-0.6073784958766758,1.604312211784882,-1.6804484141919502,-0.9854563996175412,-0.3271905210024167,-1.7390550072670519,-1.7001482948555608,1.6919620995170022,-0.8663795848010963,-0.8059899650193005,-0.5289465859903824,2.2115275270419494,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.3194264398328561,2.239005592136754,0.23935297171482373,1.2075106949159227,2.459668526334799,2.2070820884222355,1.088658882940607,2.284326991530837,0.016566385450746984,0.09107321054373034,-0.18149813596506056,0.7818863693086261,1.9245270942159711,2.0425813942542215,0.8430676705950024,1.9348485152865325,-0.02845395962664094,2.0723117490184566,-1.6723461772617916,0.8090824323308429,1.7292653844239276,-1.7200803724339813,-2.1479550278764266,1.7747286373374485,-1.1067529151130795,-0.3548039303158965,1.9858956768016085,-1.7034011584066153,-1.2645770137139198,-1.4364752611185767,0.5463562822021645,1.859580970825893,1.7983490557173116,1.8023022692570747,0.23611113658105234,0.9713346555232317,0.8261707019486648,1.8192427726269564,1.8611870297152877,0.6813635394989268,-1.4526968610570892,-1.4813569457664495,-0.4442900712772456,1.5243409531929584,1.0763045442432368,-0.6317638002657349,1.6119694739171728,-1.6908041732939554,-1.0092954156390805,-0.4299078315054017,-1.7524856781391889,-1.7142911513081303,1.7238721742461425,-0.9097770888767387,-0.8436076666324671,-0.5405392780478637,2.208893929519906,2.3189395364452268
-0.329076186410613,0.0,1.6147564949500457,1.6793415263154032,1.6373259002792724,1.3295498114529272,1.955475324965464,0.2227824876346494,1.143777041192567,2.4551872570844653,2.1206821185242664,1.0793782263862641,2.2454393345090513,0.01656652453655252,0.09107293995740304,-0.19314773317522937,0.6411929337031832,1.883505879917677,1.9807710955710967,0.7495483099322633,1.8736459103415333,-0.010300738701774888,2.0810944195500403,-1.684327147245417,0.6800879476738189,1.6702853479039097,-1.707870100013336,-2.085661369574976,1.7286103048597448,-1.086049153913374,-0.40514732318000507,1.9570154894244738,-1.7019380893790805,-1.2487497103207232,-1.4364752611185767,-0.6212416578781628,1.8246998995834238,1.7983490557173116,1.8023022692570747,0.1249874670609726,0.9713346555232317,0.8261707019486648,1.8192427726269564,1.825981775197139,0.40608572532449594,-1.4515773771764386,-1.4757802643997913,-0.3929972978318047,1.4558168898569235,1.0129498673414001,-0.5916405106375782,1.6050604638481292,-1.6716561960239558,-0.9740664863023206,-0.26558141591136275,-1.7289578615055878,-1.6891862516247615,1.667342453753612,-0.8363002308283064,-0.7830947955901885,-0.5291873604823606,2.172003861331924,2.3189395364452268
