pdb,query,seed,sample,data_file,chain_iptm,chain_pair_iptm,chain_pair_pae_min,chain_ptm,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,format,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,plddt_H3,plddt_L3,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS,LIS_AH,LIS_AL,LIS_HL,avg_LIS,piTM,pIS,piTM_A,piTM_H,piTM_L,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,dG_separated,dSASA_int,nres_int,delta_unsatHbonds,packstat,dG_dSASA_norm
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-0/model.cif,7soc_7ew5,1,0,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-0/confidences.json,"[0.13, 0.5, 0.5]","[[0.8, 0.14, 0.12], [0.14, 0.87, 0.87], [0.12, 0.87, 0.87]]","[[0.76, 22.48, 25.0], [17.35, 0.76, 1.16], [17.91, 1.21, 0.76]]","[0.8, 0.87, 0.87]",0.07,0.0,0.32,0.59,0.4,custom,0.13,0.5,0.5,0.8,0.87,0.87,0.14,0.12,0.87,19.915,21.455,1.185,77.48660693970422,10.38297108654152,85.55053481331987,3.510765255905512,89.46403080872915,2.670182972367438,28.233137875835187,28.46719205071098,4.6739257812499995,84.16705752058441,5.52130643827149,20.458085235932057,87.88714285714286,89.4375,2608.0,66.92927914110429,26.141382488479262,512.0,71.06104492187501,27.95098039215686,3809.0,88.37258598057232,3.2053911205073997,6929.0,75.45430334785054,19.09925133371451,0.11867440058349904,0.03230751307921169,0.5078145114934169,0.5083528759330592,0.010353677075571905,0.009444151942100958,0.5200762189775263,0.009822917560576842,"[[0.4748067985946505, 0, 0], [0, 0.7320537139540187, 0.6320457187136768], [0, 0.6334412306605083, 0.7792807374522135]]",0.0,0.0,0.6327434746870926,0.2109144915623642,0.5524492009355124,0.5085711769359283,0.003310595977450554,0.25277618626212583,0.252484394696352,23.62836027809032,32.37924622079809,0.6525211931930209,0.11458261465214979,0.06447061542152957,148.06868076091808,1557.6934807535683,74.0,17.0,0.6567390118048998,0.09505636544699834
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-1/model.cif,7soc_7ew5,1,1,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-1/confidences.json,"[0.14, 0.51, 0.5]","[[0.8, 0.14, 0.13], [0.14, 0.87, 0.87], [0.13, 0.87, 0.88]]","[[0.76, 22.25, 24.76], [17.74, 0.76, 1.16], [18.04, 1.21, 0.76]]","[0.8, 0.87, 0.88]",0.04,0.0,0.32,0.59,0.39,custom,0.14,0.51,0.5,0.8,0.87,0.88,0.14,0.13,0.87,19.994999999999997,21.4,1.185,77.88690841865757,10.478038001113585,85.37502522704338,3.51507750984252,89.37445442875483,2.6512229275578787,28.01967044821826,28.36699824396094,4.630588942307693,84.21212935815193,5.548112812837995,20.339085878162297,87.64428571428572,89.18,3183.0,64.6406314797361,26.533843085106383,608.0,62.923363486842106,28.98090277777778,3728.0,87.9808892167382,3.2295454545454545,7519.0,71.84829472777214,19.581430439143205,0.11983689491115469,0.02460006344007905,0.49683328005549054,0.4749411476997999,0.0100090064747664,0.008342881602349254,0.5043255786574876,0.009515309819353387,"[[0.4772308996452621, 0, 0], [0, 0.731912643106023, 0.6330250973716114], [0, 0.6346418784724841, 0.7805481077416174]]",0.0,0.0,0.6338334879220477,0.21127782930734926,0.5210723402597932,0.48217531140775516,0.0044160324623140085,0.2544498850703007,0.22330939387514046,23.44043810345979,32.37924622079809,0.6561333316959405,0.11621283425327682,0.06447061542152957,86.77665896885048,1885.5629744905887,78.0,16.0,0.6035943726917393,0.04602161802222194
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-2/model.cif,7soc_7ew5,1,2,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-2/confidences.json,"[0.13, 0.5, 0.49]","[[0.8, 0.13, 0.12], [0.13, 0.87, 0.87], [0.12, 0.87, 0.88]]","[[0.76, 21.05, 25.64], [18.29, 0.76, 1.16], [19.03, 1.2, 0.76]]","[0.8, 0.87, 0.88]",0.02,0.0,0.31,0.59,0.38,custom,0.13,0.5,0.49,0.8,0.87,0.88,0.13,0.12,0.87,19.67,22.335,1.18,77.62279010238908,10.445984131403119,85.2638950554995,3.4797059547244094,89.36875481386394,2.6455190440627336,28.255762806236078,28.61016896522186,4.641056941105769,84.08514665725083,5.5237363767300875,20.502329570854567,87.21285714285715,89.19375,3171.0,62.36463733837906,26.89555052790347,581.0,60.02401032702237,28.889732142857145,3826.0,87.72622059592264,3.096247357293869,7578.0,70.03828942044136,19.627176676018163,0.09809248132212711,0.0247778074359299,0.5022875174930749,0.4625126861630798,0.009820655472541455,0.008255362270427828,0.503826851541644,0.009745408403193467,"[[0.47779782801087356, 0, 0], [0, 0.7339352686434181, 0.6327363915319358], [0, 0.6353909854042199, 0.7810910772075821]]",0.0,0.0,0.6340636884680779,0.21135456282269263,0.541340620090409,0.4989819592229683,0.0035047245270117097,0.2557981130272555,0.23967912166870103,25.906630979807247,32.37924622079809,0.6096966832884968,0.09718813162485378,0.06447061542152957,64.41010704155644,1869.6350144096807,73.0,10.0,0.6534554778932066,0.034450631564521335
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-3/model.cif,7soc_7ew5,1,3,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-3/confidences.json,"[0.13, 0.5, 0.49]","[[0.8, 0.14, 0.12], [0.14, 0.87, 0.87], [0.12, 0.87, 0.87]]","[[0.76, 22.57, 25.44], [18.22, 0.76, 1.16], [18.54, 1.21, 0.76]]","[0.8, 0.87, 0.87]",0.07,0.0,0.31,0.59,0.4,custom,0.13,0.5,0.49,0.8,0.87,0.87,0.14,0.12,0.87,20.395,21.990000000000002,1.185,77.12718998862343,10.484214922048997,85.52681130171544,3.536749507874015,89.44381258023108,2.679733009708738,28.425742100501115,28.735369196505054,4.6949444110576914,84.03260462352331,5.566899146543917,20.61868523602129,87.65999999999998,89.28,2340.0,65.04010042735044,26.03008658008658,84.0,69.84029761904762,27.05625,3828.0,88.06968129571578,3.2734848484848484,6252.0,74.31669311403795,18.786607142857143,0.09602570212831583,0.0,0.5197035512364301,0.5197035512364301,0.010147979433477866,0.0,0.5083896267559055,0.009974939943655354,"[[0.4697793814339011, 0, 0], [0, 0.7301807128926512, 0.629916518053294], [0, 0.6308213565305092, 0.7784148709886248]]",0.0,0.0,0.6303689372919016,0.21012297909730052,0.542863535470379,0.5004376493643177,0.0025355559689451495,0.25727742295679185,0.24062467043858068,23.504982941971182,32.37924622079809,0.6548914429118327,0.11564917900801888,0.06447061542152957,46.4692055987926,1278.9298261768472,54.0,9.0,0.6172099384571048,0.03633444513347908
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-4/model.cif,7soc_7ew5,1,4,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-1_sample-4/confidences.json,"[0.12, 0.5, 0.5]","[[0.8, 0.13, 0.12], [0.13, 0.87, 0.87], [0.12, 0.87, 0.87]]","[[0.76, 22.89, 25.68], [17.47, 0.76, 1.15], [17.67, 1.19, 0.76]]","[0.8, 0.87, 0.87]",0.07,0.0,0.31,0.59,0.4,custom,0.12,0.5,0.5,0.8,0.87,0.87,0.13,0.12,0.87,20.18,21.675,1.17,77.61904436860068,10.461153257238307,85.86921291624621,3.494371309055118,89.72043645699615,2.6621452576549665,28.461356834632518,28.678126606133294,4.6176006610576925,84.40289791394768,5.539223274649463,20.585694700607835,88.16142857142857,89.57375,1910.0,64.61319633507853,25.908264462809914,45.0,73.19977777777777,27.263333333333332,3644.0,88.45799807903401,3.0809626825310983,5599.0,75.42365739729676,18.750853492891448,0.07466107878693298,0.018866263205398144,0.4973738729473214,0.49903325640564017,0.009829747276601002,0.009470936021549043,0.5166034059970463,0.009985697352250895,"[[0.47417711696403286, 0, 0], [0, 0.732712154180914, 0.6341831734241206], [0, 0.634312691477073, 0.779646665433925]]",0.0,0.0,0.6342479324505967,0.21141597748353225,0.5395775849474649,0.49840233515627697,0.0018131340430690439,0.251931164739091,0.24465803637411696,23.984642535907685,32.37924622079809,0.6457038633679916,0.11158075798338,0.06447061542152957,25.391310715272766,1073.2397796200205,44.0,5.0,0.6755828251009641,0.023658562790378992
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-0/model.cif,7soc_7ew5,2,0,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-0/confidences.json,"[0.13, 0.49, 0.49]","[[0.8, 0.13, 0.12], [0.13, 0.86, 0.86], [0.12, 0.86, 0.87]]","[[0.76, 22.84, 25.23], [18.18, 0.76, 1.2], [18.89, 1.22, 0.76]]","[0.8, 0.86, 0.87]",0.07,0.0,0.31,0.59,0.4,custom,0.13,0.49,0.49,0.8,0.86,0.87,0.13,0.12,0.86,20.509999999999998,22.060000000000002,1.21,77.51155290102389,10.488694618994591,84.58788092835519,3.824846210629921,88.97735558408216,2.75913928304705,28.363010683463248,28.584005053966074,4.915970552884615,83.69226313782042,5.690893370890521,20.620995430104646,85.98428571428572,87.42250000000001,2926.0,66.17495898838004,26.27074074074074,582.0,69.14720790378007,28.135185185185183,3865.0,86.83515912031048,3.6173553719008265,7373.0,74.05244200415687,19.34109376594225,0.14209875670122266,0.03814898425984738,0.4915609269115822,0.49481075400931873,0.010176222890484182,0.009389288355067629,0.4281582896699061,0.009594921582905192,"[[0.480114980021202, 0, 0], [0, 0.7172153267809139, 0.6169863983017534], [0, 0.6187813959358829, 0.7723119274544277]]",0.0,0.0,0.6178838971188181,0.20596129903960603,0.5264202212422069,0.48681681682105576,0.00331140551925604,0.2536276549817927,0.22987775632000707,25.152463101233437,32.37924622079809,0.6236626576708393,0.10249733151419405,0.06447061542152957,25.54445550309589,1545.440516973735,78.0,13.0,0.731559992914442,0.016528915362667446
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-1/model.cif,7soc_7ew5,2,1,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-1/confidences.json,"[0.12, 0.49, 0.49]","[[0.8, 0.13, 0.12], [0.13, 0.86, 0.86], [0.12, 0.86, 0.87]]","[[0.76, 21.9, 25.5], [19.14, 0.76, 1.2], [19.01, 1.21, 0.76]]","[0.8, 0.86, 0.87]",0.07,0.0,0.31,0.59,0.4,custom,0.12,0.49,0.49,0.8,0.86,0.87,0.13,0.12,0.86,20.52,22.255000000000003,1.205,77.206476109215,10.383638243716197,84.62381432896066,3.8421567421259843,89.0469704749679,2.75604929051531,28.52130167733853,28.679041031351723,4.9040226862980765,83.62575363771452,5.66061475878583,20.70145513166278,85.80285714285715,87.16,3889.0,65.67873103625611,26.57832298136646,766.0,68.56261749347259,27.44166666666667,3917.0,86.05506765381669,3.6570202020202025,8572.0,73.43213872784845,19.225669950017778,0.14532633971873726,0.028873551420539965,0.48807881901773337,0.48370059169740337,0.010067221272292669,0.009050843608165594,0.40747992963640417,0.009974331808442542,"[[0.48090812749653544, 0, 0], [0, 0.7172113908343324, 0.6179082756450598], [0, 0.6190398728909737, 0.7732290026854338]]",0.0,0.0,0.6184740742680168,0.20615802475600561,0.5126863406945895,0.475916538137824,0.004233413163908266,0.2425187101965096,0.22916441477740607,26.789355176591723,32.37924622079809,0.5936381911025407,0.09146501049237035,0.06447061542152957,1196.2847466409812,1871.8763507210538,83.0,23.0,0.6868351120423222,0.6390832098392438
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-2/model.cif,7soc_7ew5,2,2,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-2/confidences.json,"[0.11, 0.49, 0.49]","[[0.81, 0.11, 0.11], [0.11, 0.86, 0.87], [0.11, 0.87, 0.87]]","[[0.76, 23.01, 25.62], [18.88, 0.76, 1.19], [19.74, 1.22, 0.76]]","[0.81, 0.86, 0.87]",0.07,0.0,0.3,0.59,0.39,custom,0.11,0.49,0.49,0.81,0.86,0.87,0.11,0.11,0.87,20.945,22.68,1.205,78.274712741752,10.310922088768692,84.67183652875883,3.745269438976378,89.11356867779205,2.735670276325616,28.99612941954343,29.166125578207982,4.8441969651442305,84.02003931610096,5.597287268023561,21.002150654298546,85.75,87.46125,2290.0,56.21025982532751,28.087445887445888,169.0,70.28183431952664,27.459722222222222,3780.0,86.58812566137566,3.5812500000000003,6239.0,71.02673993540994,19.7094727032227,0.052040908968265756,0.021886950909025565,0.48980210403017477,0.49177371591364016,0.00979125308030233,0.00941777812101174,0.42353055467440687,0.009761862237115553,"[[0.49043162860613215, 0, 0], [0, 0.7218744104144393, 0.6204059243006034], [0, 0.6214437728245814, 0.7741896434739698]]",0.0,0.0,0.6209248485625924,0.20697494952086415,0.5149981357502483,0.4704295832588021,0.002438705963635304,0.2280606647326883,0.23993021256247848,39.67417750005342,32.37924622079809,0.3997838695338644,0.04388654744147436,0.06447061542152957,96.78686410116075,1279.334261628138,65.0,13.0,0.6507571137036416,0.0756540858821255
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-3/model.cif,7soc_7ew5,2,3,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-3/confidences.json,"[0.11, 0.49, 0.49]","[[0.8, 0.11, 0.11], [0.11, 0.86, 0.86], [0.11, 0.86, 0.87]]","[[0.76, 23.66, 28.14], [19.67, 0.76, 1.2], [19.83, 1.21, 0.76]]","[0.8, 0.86, 0.87]",0.07,0.0,0.3,0.58,0.39,custom,0.11,0.49,0.49,0.8,0.86,0.87,0.11,0.11,0.86,21.665,23.985,1.205,77.70742320819114,10.46221712933503,84.56799192734611,3.8468688484251965,89.17777920410782,2.716299477221807,29.05925494153675,29.513103906116154,4.8903733473557685,83.81773144654836,5.675128484994011,21.154244065002892,85.06000000000002,87.30375,3920.0,60.63930102040817,27.546184107002357,91.0,74.30934065934065,29.87142857142857,3897.0,86.14462791891198,3.7057334710743803,7908.0,73.69775653288694,20.37444871650177,0.10924257774455373,0.018258893561979524,0.48784329962405576,0.4923327860667651,0.00949865240269706,0.0,0.39711874109160444,0.00953478767587232,"[[0.48335625588552006, 0, 0], [0, 0.7182826622843057, 0.6220217414192462], [0, 0.6200858093294019, 0.7756213382670367]]",0.0,0.0,0.621053775374324,0.20701792512477468,0.5348674542843421,0.49211176502156084,0.002589352576032145,0.27109819914231365,0.21842421330321507,29.083575215807244,32.37924622079809,0.5534668356783705,0.07869475861849277,0.06447061542152957,660.2049429193573,1451.9156294711613,61.0,18.0,0.7169420090586124,0.4547130215547216
/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-4/model.cif,7soc_7ew5,2,4,/home/cseomoon/project/ABAG/DB/ABAG_structure/AF3/decoy/7soc_7ew5/seed-2_sample-4/confidences.json,"[0.13, 0.5, 0.49]","[[0.8, 0.13, 0.12], [0.13, 0.86, 0.86], [0.12, 0.86, 0.87]]","[[0.76, 22.13, 25.39], [16.84, 0.76, 1.2], [17.37, 1.21, 0.76]]","[0.8, 0.86, 0.87]",0.07,0.0,0.31,0.59,0.4,custom,0.13,0.5,0.49,0.8,0.86,0.87,0.13,0.12,0.86,19.485,21.380000000000003,1.205,77.46206769055745,10.481365832803055,84.53785065590313,3.8237020177165357,88.92578947368422,2.765711351755041,28.238544856625836,28.51111444235052,4.8984074519230765,83.64190260671494,5.690259734091544,20.549355583633144,85.82714285714285,87.04,3682.0,62.84781640412818,25.689841565703635,149.0,65.41637583892619,28.256060606060608,3889.0,86.28057084083312,3.730606060606061,7720.0,71.5149210279625,19.225502744123435,0.126793910484796,0.020838686543951226,0.4866704584922388,0.49516906031116376,0.009798026082437638,0.009514377123806969,0.42191398592479784,0.010023211466083922,"[[0.4838824519203622, 0, 0], [0, 0.7182516401715872, 0.6173318115029387], [0, 0.62019334997101, 0.7718620827935098]]",0.0,0.0,0.6187625807369743,0.20625419357899144,0.5322469486357829,0.4917914141027164,0.0029961437759745235,0.2639410706524797,0.22485419967426218,25.06377636885163,32.37924622079809,0.6253192701377864,0.10314902393574418,0.06447061542152957,220.3262846131143,1554.1399671254514,75.0,17.0,0.7225740563827758,0.1417673370955329
