roc_auc,pr_ap,optimal_threshold,optimal_f1,accuracy,precision,recall,f1,balanced_accuracy,mcc,feature
0.9529016104304036,0.9471360955402348,0.42,0.8896210823206471,0.9187878787878788,0.9215017064846417,0.8598726114649682,0.8896210873146623,0.907431413364578,0.8267422908633385,iptm_A
0.9600391701048275,0.9506969853021028,0.65,0.88364523503496,0.9133333333333333,0.9034941763727121,0.8646496815286624,0.8836452400325467,0.9039491069091452,0.8151488827180058,iptm_H
0.9635799045209217,0.9543721588942163,0.64,0.897585340555865,0.9254545454545454,0.9406631762652705,0.85828025477707,0.8975853455453788,0.9125060765079087,0.8413572728394948,iptm_L
0.7956150984082666,0.7596982814757353,0.84,0.6950354560525528,0.7393939393939394,0.6265984654731458,0.7802547770700637,0.6950354609929078,0.747270245677889,0.48088794103992205,ptm_A
0.778762137435028,0.7729389886994313,0.9,0.6796116457261571,0.8,0.8706467661691543,0.5573248407643312,0.6796116504854369,0.7532221072706196,0.5728178789188353,ptm_H
0.7390264499482718,0.6069973602945998,0.87,0.6435366490508801,0.6139393939393939,0.49611734253666956,0.9156050955414012,0.6435366536094013,0.6720882620564149,0.3655140285634337,ptm_L
0.9509991960312613,0.9450324401155656,0.41,0.8779304719615677,0.9084848484848485,0.8916256157635468,0.8646496815286624,0.8779304769603881,0.9000352125842921,0.8050066640502637,chain_pair_iptm_AH
0.9540374499856656,0.9486166844906112,0.38,0.8950819622174685,0.9224242424242424,0.9222972972972973,0.8694267515923567,0.8950819672131147,0.9122084834282722,0.8345425868917745,chain_pair_iptm_AL
0.8194108591870568,0.7811377412175321,0.89,0.6818897587801351,0.7551515151515151,0.6744548286604362,0.6894904458598726,0.6818897637795276,0.7424947336931458,0.4829918435392384,chain_pair_iptm_HL
0.04750582721527665,0.22394330419433583,0.98,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pair_pae_min_AH
0.045288680868036946,0.2234403820155974,0.915,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pair_pae_min_AL
0.17036658481558578,0.24594451020924565,0.885,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pair_pae_min_HL
0.8854079673925237,0.8920668108448948,84.61370272647318,0.8471615670993918,0.8939393939393939,0.9381044487427466,0.7722929936305732,0.8471615720524017,0.8704909195158737,0.7756264435600719,chain_plddt_A
0.1790933850200057,0.25098045480080106,2.7420715969027047,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pae_A
0.898709287397011,0.8779495601507981,87.38672820512821,0.7680763934654907,0.793939393939394,0.6718377088305489,0.8964968152866242,0.7680763983628922,0.8137082902264823,0.6093421733614608,chain_plddt_H
0.24625048300447477,0.2724044147360629,1.9592577030812324,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pae_H
0.9152202500405101,0.9038786858611179,91.12046398046398,0.8123827343708486,0.8787878787878788,0.9885844748858448,0.6894904458598726,0.8123827392120075,0.8422990389769031,0.7527531474779544,chain_plddt_L
0.2830507497475912,0.2778028835501472,2.1435372950096983,0.5516029823908946,0.3812121212121212,0.38083687083080653,1.0,0.5516029863855951,0.5004892367906066,0.019303854974069015,chain_pae_L
0.04017350767198076,0.2225956051442258,4.559875340864823,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,chain_pair_pae_AH
