pdb,query,seed,sample,data_file,chain_iptm,chain_pair_iptm,chain_pair_pae_min,chain_ptm,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,format,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,plddt_H3,plddt_L3,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS,LIS_AH,LIS_AL,LIS_HL,avg_LIS,piTM,pIS,piTM_A,piTM_H,piTM_L,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,dG_separated,dSASA_int,nres_int,delta_unsatHbonds,packstat,dG_dSASA_norm
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-0/model.cif,8j7t_8dg9,1,0,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-0/confidences.json,"[0.12, 0.5, 0.5]","[[0.8, 0.12, 0.12], [0.12, 0.88, 0.88], [0.12, 0.88, 0.89]]","[[0.76, 24.26, 24.09], [16.23, 0.76, 1.08], [16.27, 1.07, 0.76]]","[0.8, 0.88, 0.89]",0.01,0.0,0.31,0.59,0.37,custom,0.12,0.5,0.5,0.8,0.88,0.89,0.12,0.12,0.88,20.245,20.18,1.0750000000000002,84.45529705882353,8.208928664723153,86.44270032930845,3.4833840359264094,88.33946285714286,2.7397835018963335,28.52786839253928,28.29829373257364,4.807447127643618,86.41248674842495,4.810698734181965,20.544536417585512,68.41142857142857,91.76124999999999,3452.0,69.53771726535342,27.545191040843214,1695.0,70.66092035398229,27.38475073313783,4036.0,84.73755574826562,4.0500988142292496,9183.0,74.97873112253377,19.660013529403432,0.2501867758056671,0.05329689682538799,0.4324244786121228,0.47105573947522383,0.01024889206565539,0.01036076024291539,0.2940759871085894,0.010344304297713918,"[[0.5377330927356658, 0, 0], [0, 0.7643832781456954, 0.6464069804933098], [0, 0.6606872957516339, 0.7937264875748424]]",0.0,0.0,0.6535471381224718,0.21784904604082392,0.5366719928445068,0.5015649360548233,0.004306451922053891,0.2531385434289933,0.2441199407037762,39.40616480804056,43.8426783803095,0.5531412705581816,0.0444589167567419,0.03622588097189252,427.29212149205233,2344.4058693207494,89.0,36.0,0.6240680015677307,0.1822603018887053
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-1/model.cif,8j7t_8dg9,1,1,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-1/confidences.json,"[0.13, 0.5, 0.51]","[[0.81, 0.13, 0.13], [0.13, 0.88, 0.88], [0.13, 0.88, 0.89]]","[[0.76, 24.97, 24.77], [17.73, 0.76, 1.04], [17.98, 1.05, 0.76]]","[0.81, 0.88, 0.89]",0.01,0.0,0.31,0.6,0.37,custom,0.13,0.5,0.51,0.81,0.88,0.89,0.13,0.13,0.88,21.35,21.375,1.045,84.54748235294117,8.125514351692214,87.01287596048299,3.4428871505142693,88.1818057142857,2.7842288242730717,28.349576271186447,28.08422232997939,4.811193190340482,86.58072134256996,4.784210108826518,20.41499726383544,68.66,91.62125,2540.0,72.12267716535432,27.288490853658537,2000.0,72.1212625,26.608539944903587,3979.0,84.46313897964312,4.161629629629629,8519.0,76.23569288166583,19.35288680939725,0.1538643900450746,0.0777659118629657,0.4094482471971337,0.48283295209997007,0.010319333619829084,0.010447326756811991,0.35368760961488244,0.010339441153554006,"[[0.5415456305581992, 0, 0], [0, 0.7690339127599267, 0.6510289715629677], [0, 0.6646194174757282, 0.7892308405520676]]",0.0,0.0,0.6578241945193479,0.2192747315064493,0.5623763763305986,0.5200371969959017,0.0031743609213252034,0.2613274958791682,0.2555353401954083,32.92583629873476,43.8426783803095,0.6393859928356805,0.0624805047868965,0.03622588097189252,116.57346905316592,2129.769823523561,70.0,31.0,0.6455032089230935,0.05473524310730581
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-2/model.cif,8j7t_8dg9,1,2,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-2/confidences.json,"[0.12, 0.5, 0.5]","[[0.81, 0.12, 0.12], [0.12, 0.88, 0.88], [0.12, 0.88, 0.89]]","[[0.76, 25.96, 25.26], [15.99, 0.76, 1.04], [16.34, 1.07, 0.76]]","[0.81, 0.88, 0.89]",0.01,0.0,0.3,0.59,0.37,custom,0.12,0.5,0.5,0.81,0.88,0.89,0.12,0.12,0.88,20.975,20.8,1.0550000000000002,84.44690294117648,8.075786547966105,86.75313940724479,3.4372157033173982,88.21793142857143,2.7270938685208588,28.875473067100067,28.625464702792257,4.7524036298185095,86.47265792566424,4.746698706601454,20.75111379990361,67.32000000000001,91.81,1818.0,67.81325632563258,28.261979166666666,1303.0,70.39801611665388,27.04535714285714,3891.0,85.31720251863274,3.8163824289405683,7012.0,74.50949165363973,19.707906246154792,0.08685924109884426,0.05848162654161125,0.4176789114340684,0.47549537108557466,0.010078316588910124,0.010552415270228554,0.27419771421590483,0.010211526681295041,"[[0.5424772463143599, 0, 0], [0, 0.767940284668972, 0.6501120986468092], [0, 0.6622577222051753, 0.7947289994436939]]",0.0,0.0,0.6561849104259923,0.21872830347533076,0.5609667753286903,0.5190949215886287,0.00228233049794537,0.2479372255533862,0.26887536553729713,37.818547818386484,43.8426783803095,0.573370497620933,0.04808676060511257,0.03622588097189252,89.32025615495854,1382.1056164980794,56.0,22.0,0.6001452369780973,0.06462621603497598
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-3/model.cif,8j7t_8dg9,1,3,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-3/confidences.json,"[0.12, 0.5, 0.5]","[[0.8, 0.12, 0.12], [0.12, 0.88, 0.88], [0.12, 0.88, 0.89]]","[[0.76, 25.51, 25.59], [17.57, 0.76, 1.04], [17.81, 1.07, 0.76]]","[0.8, 0.88, 0.89]",0.01,0.0,0.3,0.59,0.37,custom,0.12,0.5,0.5,0.8,0.88,0.89,0.12,0.12,0.88,21.54,21.7,1.0550000000000002,84.32717941176472,8.260675736392798,86.86352360043908,3.4788642619151093,88.29657142857143,2.735477243994943,28.6224876170575,28.38353941891947,4.746936403179841,86.49575814692508,4.825005747434283,20.584321146385605,67.90428571428572,91.70625,2607.0,72.0602243958573,27.747759856630825,1756.0,72.61509965831435,27.070647773279354,4037.0,84.94046816943275,4.011425682507583,8400.0,76.53859740786812,19.60994443747259,0.17642896770745953,0.08258697875879079,0.41018121853569134,0.4878233391866477,0.010090732055304872,0.010373730783985895,0.3236348593606618,0.010213740981834545,"[[0.5386193894329505, 0, 0], [0, 0.7694904930550324, 0.6504877625643899], [0, 0.6614786737116165, 0.7934448151678848]]",0.0,0.0,0.6559832181380032,0.21866107271266774,0.5587087154419892,0.5148823365210259,0.0035525487734687274,0.26418980577802775,0.2471399819695294,33.11337528224669,43.8426783803095,0.6367627406503186,0.06181841335185396,0.03622588097189252,247.53145166987525,2003.8436121034508,67.0,36.0,0.6573200518423624,0.12352832834596283
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-4/model.cif,8j7t_8dg9,1,4,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-1_sample-4/confidences.json,"[0.12, 0.5, 0.5]","[[0.81, 0.12, 0.12], [0.12, 0.88, 0.88], [0.12, 0.88, 0.89]]","[[0.76, 26.2, 26.18], [16.07, 0.76, 1.06], [16.62, 1.07, 0.76]]","[0.81, 0.88, 0.89]",0.01,0.0,0.3,0.59,0.36,custom,0.12,0.5,0.5,0.81,0.88,0.89,0.12,0.12,0.88,21.134999999999998,21.4,1.065,84.46560000000001,8.125120947096747,86.76048298572996,3.492532232362741,88.30338285714285,2.7311709860935522,28.945425083197893,28.695823736210446,4.8169604019799,86.50982194762427,4.78294138851768,20.819403073796078,68.43285714285715,91.78875000000001,1702.0,68.13831668625147,28.304791666666667,895.0,69.08888826815641,27.61938775510204,3923.0,84.74836094825389,4.151259259259259,6520.0,73.99185530088725,20.02514622700932,0.0724353808617452,0.029133907032737043,0.4236607037830234,0.4447759667079207,0.009937349654128728,0.010172353796933554,0.30600388210536283,0.009935785174363373,"[[0.542110153991386, 0, 0], [0, 0.7636062363485727, 0.6436474420849421], [0, 0.6589567205743337, 0.7934115762438108]]",0.0,0.0,0.651302081329638,0.21710069377654598,0.5987340366313566,0.5424307814756075,0.001241622130791743,0.272713899516457,0.2684752598283587,34.90632861390595,43.8426783803095,0.6120361474811588,0.05597729953624714,0.03622588097189252,70.8558796103896,1289.6093484864416,50.0,5.0,0.7001952239998057,0.0549436770860494
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-0/model.cif,8j7t_8dg9,2,0,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-0/confidences.json,"[0.11, 0.49, 0.49]","[[0.81, 0.11, 0.11], [0.11, 0.88, 0.87], [0.11, 0.87, 0.89]]","[[0.76, 26.52, 25.9], [18.37, 0.76, 1.1], [18.5, 1.07, 0.76]]","[0.81, 0.88, 0.89]",0.01,0.0,0.29,0.59,0.36,custom,0.11,0.49,0.49,0.81,0.88,0.89,0.11,0.11,0.87,22.445,22.2,1.085,84.53210588235294,8.15814237798188,86.16392974753018,3.482312038244242,87.89085714285714,2.7538163716814164,29.24134451667828,28.986495332767607,4.910098245087745,86.19563092424676,4.798090262635847,21.045979364844545,66.59714285714286,90.74,3473.0,70.28069104520588,28.65081632653061,1847.0,71.79368976719005,28.08207282913165,3909.0,84.16570478383218,4.102739018087855,9229.0,75.41336186540937,20.27854272458337,0.2043014583076258,0.07890383608571123,0.4198207651389124,0.4968288980229641,0.009990631827859003,0.01006318330554365,0.3256174245303231,0.009994561398385952,"[[0.5383272801968473, 0, 0], [0, 0.7675802441229657, 0.6428231265216577], [0, 0.6571505916930931, 0.7923618283414104]]",0.0,0.0,0.6499868591073754,0.21666228636912513,0.5397676952691177,0.49574461587668317,0.00376108971067077,0.2590870677517084,0.23289645841430395,33.13575931497125,43.8426783803095,0.6364500849303816,0.06174007657329623,0.03622588097189252,251.14936545517998,2378.0305061465374,72.0,37.0,0.7395641223779608,0.10561233962559764
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-1/model.cif,8j7t_8dg9,2,1,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-1/confidences.json,"[0.12, 0.5, 0.49]","[[0.8, 0.13, 0.12], [0.13, 0.87, 0.87], [0.12, 0.87, 0.89]]","[[0.76, 25.75, 26.31], [24.49, 0.76, 1.11], [24.83, 1.1, 0.76]]","[0.8, 0.87, 0.89]",0.01,0.0,0.29,0.59,0.36,custom,0.12,0.5,0.49,0.8,0.87,0.89,0.13,0.12,0.87,25.119999999999997,25.57,1.105,84.78338529411765,8.075216555384888,86.24412733260154,3.4801752861074897,87.94857142857143,2.770037926675095,29.292437698320565,29.504032812058025,5.044142792860356,86.32536135176353,4.775143256055824,21.280204434412983,67.89142857142858,91.62,2984.0,68.82723860589813,28.428327922077926,1356.0,63.95200221238939,28.358823529411765,3864.0,84.51244047619048,4.261892177589852,8204.0,72.43056043149267,20.34968120969318,0.14804127847837675,0.03757691772004029,0.4229414329210111,0.43587245587922463,0.009908813458729468,0.009608230620222188,0.3291978830986425,0.009816092936120503,"[[0.5345993070642158, 0, 0], [0, 0.7621353931739587, 0.6273304914340867], [0, 0.6415020957082981, 0.790969075443199]]",0.0,0.0,0.6344162935711923,0.2114720978570641,0.5453637714647729,0.48330159063905265,0.002862991694166602,0.25463267311172666,0.22580592583315942,64.92737042300499,43.8426783803095,0.31317377946849034,0.016850080158273856,0.03622588097189252,0.6560429933966816,1961.2699895850258,70.0,25.0,0.7001824656499506,0.00033449907298866593
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-2/model.cif,8j7t_8dg9,2,2,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-2/confidences.json,"[0.1, 0.49, 0.49]","[[0.8, 0.1, 0.1], [0.1, 0.87, 0.87], [0.1, 0.87, 0.89]]","[[0.76, 28.77, 28.45], [19.05, 0.76, 1.14], [19.83, 1.16, 0.76]]","[0.8, 0.87, 0.89]",0.01,0.0,0.29,0.58,0.35,custom,0.1,0.49,0.49,0.8,0.87,0.89,0.1,0.1,0.87,23.91,24.14,1.15,84.20671470588236,8.218642571288258,85.69498353457739,3.510270896711575,87.86729142857143,2.7657395701643495,29.680420439594457,29.765932234210208,4.9682615869206534,85.92299655634372,4.831551012721394,21.47153808690844,63.12285714285715,91.60624999999999,1860.0,67.12429301075268,30.000320000000002,1710.0,73.86583918128655,29.893571428571427,3564.0,86.32848063973064,4.230460704607046,7134.0,75.7728709439233,21.374784044392825,0.08593343767607887,0.07360205779682874,0.39635965014953856,0.4724881406773676,0.009647913905602613,0.009610451061687812,0.35634092424955505,0.009630513978406058,"[[0.5323029760022486, 0, 0], [0, 0.7649976147433967, 0.6320718807596762], [0, 0.6452327989568152, 0.7914626228900019]]",0.0,0.0,0.6386523398582458,0.21288411328608192,0.5334223491412002,0.4713511290931607,0.0018743625867191803,0.20440795537763165,0.26506881112880987,58.079379212312354,43.8426783803095,0.36299096534560354,0.020969597687094683,0.03622588097189252,164.58392611937154,1607.67243444696,54.0,10.0,0.6843148024904223,0.10237404249329464
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-3/model.cif,8j7t_8dg9,2,3,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-3/confidences.json,"[0.1, 0.49, 0.49]","[[0.81, 0.1, 0.1], [0.1, 0.87, 0.87], [0.1, 0.87, 0.89]]","[[0.76, 28.7, 28.55], [19.72, 0.76, 1.13], [20.39, 1.13, 0.76]]","[0.81, 0.87, 0.89]",0.01,0.0,0.29,0.58,0.35,custom,0.1,0.49,0.49,0.81,0.87,0.89,0.1,0.1,0.87,24.21,24.47,1.13,84.24145588235294,8.123952749652572,85.80585071350166,3.514471968709257,87.88146285714285,2.767090707964602,29.66964050770064,29.827778114518928,4.96444427778611,85.9762564843325,4.8018384754421435,21.487287633335228,64.18571428571428,91.5925,1949.0,68.81831965110312,29.96937321937322,1624.0,73.8812407635468,29.861785714285713,3725.0,85.06247785234899,4.001164079822616,7298.0,75.92067942233297,21.27744100449385,0.09243906771381624,0.0507953530667235,0.4095158184034762,0.46268743355412195,0.009610544531767792,0.009581072283549548,0.254251940443725,0.009595970739721457,"[[0.5379547652257809, 0, 0], [0, 0.7649786405327301, 0.636060034259408], [0, 0.6460024034159189, 0.7913275578869284]]",0.0,0.0,0.6410312188376635,0.2136770729458878,0.5489018040653743,0.49208196279299155,0.0015648151070900395,0.21404060747777537,0.2764765402081261,57.06749687866765,43.8426783803095,0.37115758201995813,0.021703545371035016,0.03622588097189252,403.1810199875397,1551.4427740845144,58.0,19.0,0.623776748015513,0.2598748898266334
/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-4/model.cif,8j7t_8dg9,2,4,/home/cseomoon/project/ABAG/DB/AbNb_structure/AF3/decoy/8j7t_8dg9/seed-2_sample-4/confidences.json,"[0.11, 0.49, 0.49]","[[0.81, 0.11, 0.11], [0.11, 0.87, 0.87], [0.11, 0.87, 0.89]]","[[0.76, 26.35, 25.83], [17.71, 0.76, 1.13], [18.0, 1.11, 0.76]]","[0.81, 0.87, 0.89]",0.01,0.0,0.29,0.59,0.36,custom,0.11,0.49,0.49,0.81,0.87,0.89,0.11,0.11,0.87,22.03,21.915,1.12,84.44867647058824,8.157304368724075,86.02333699231615,3.5496088657105607,87.93397714285716,2.7599557522123894,29.227233766736322,28.917635470966175,4.967575371231439,86.13533020192051,4.822289662215675,21.03748153631131,66.19857142857143,91.13999999999999,2996.0,69.77800734312417,28.669134897360703,1395.0,70.65253405017921,27.962156862745097,4023.0,84.39882923191648,4.324896694214876,8414.0,74.94312354173995,20.31872948477356,0.14240674986869237,0.044131445450586906,0.45025658104823696,0.4851617840733957,0.009922139686605252,0.010062875986383729,0.2996368715021591,0.009952385245808534,"[[0.5368294095787702, 0, 0], [0, 0.7625352094965042, 0.6323670041787206], [0, 0.6489266661561631, 0.791534244398538]]",0.0,0.0,0.6406468351674419,0.21354894505581398,0.5505572577897672,0.5041450890503969,0.003003894507579357,0.2481076363394485,0.25303355820336904,32.271839366959334,43.8426783803095,0.6485850586551375,0.06487258481276748,0.03622588097189252,267.3978098009108,1882.1823880847596,68.0,24.0,0.7165069056233221,0.1420679587130794
