rf_fpr,rf_tpr,logistic_fpr,logistic_tpr
0.0,0.0,0.0,0.0
0.0,0.2403508771929824,0.0,0.0017543859649122
0.0,0.4280701754385965,0.0,0.5105263157894737
0.0,0.4842105263157895,0.0009276437847866,0.5105263157894737
0.0,0.5298245614035088,0.0009276437847866,0.7105263157894737
0.0,0.5403508771929825,0.0018552875695732,0.7105263157894737
0.0,0.5877192982456141,0.0018552875695732,0.7578947368421053
0.0,0.6052631578947368,0.0027829313543599,0.7578947368421053
0.0,0.6298245614035087,0.0027829313543599,0.7859649122807018
0.0,0.643859649122807,0.0037105751391465,0.7859649122807018
0.0,0.6508771929824562,0.0037105751391465,0.7929824561403509
0.0,0.6614035087719298,0.0046382189239332,0.7929824561403509
0.0,0.6701754385964912,0.0046382189239332,0.7947368421052632
0.0,0.6754385964912281,0.0064935064935064,0.7947368421052632
0.0,0.6824561403508772,0.0064935064935064,0.7964912280701755
0.0,0.6842105263157895,0.010204081632653,0.7964912280701755
0.0,0.6877192982456141,0.010204081632653,0.8017543859649123
0.0,0.7087719298245614,0.0120593692022263,0.8017543859649123
0.0,0.7280701754385965,0.0120593692022263,0.8035087719298246
0.0,0.7526315789473684,0.0129870129870129,0.8035087719298246
0.0,0.775438596491228,0.0129870129870129,0.8052631578947368
0.0,0.7964912280701755,0.0148423005565862,0.8052631578947368
0.0,0.8087719298245614,0.0148423005565862,0.8087719298245614
0.0,0.8245614035087719,0.0157699443413729,0.8087719298245614
0.0,0.8385964912280702,0.0157699443413729,0.8122807017543859
0.0,0.8543859649122807,0.0176252319109461,0.8122807017543859
0.0,0.8824561403508772,0.0176252319109461,0.8210526315789474
0.0,0.887719298245614,0.0185528756957328,0.8210526315789474
0.0,0.9,0.0185528756957328,0.8245614035087719
0.0,0.9070175438596492,0.0194805194805194,0.8245614035087719
0.0,0.9140350877192982,0.0194805194805194,0.8280701754385965
0.0,0.9192982456140352,0.0204081632653061,0.8280701754385965
0.0009276437847866,0.924561403508772,0.0204081632653061,0.8333333333333334
0.0027829313543599,0.9280701754385964,0.023191094619666,0.8333333333333334
0.0027829313543599,0.9298245614035088,0.023191094619666,0.843859649122807
0.0046382189239332,0.9298245614035088,0.0241187384044526,0.843859649122807
0.0046382189239332,0.9315789473684212,0.0241187384044526,0.856140350877193
0.0055658627087198,0.9315789473684212,0.0269016697588126,0.856140350877193
0.0111317254174397,0.9315789473684212,0.0269016697588126,0.8631578947368421
0.0139146567717996,0.9315789473684212,0.0278293135435992,0.8631578947368421
0.0185528756957328,0.9315789473684212,0.0278293135435992,0.8666666666666667
0.0213358070500927,0.9315789473684212,0.0306122448979591,0.8666666666666667
0.0250463821892393,0.9315789473684212,0.0306122448979591,0.8701754385964913
0.0278293135435992,0.9315789473684212,0.0315398886827458,0.8701754385964913
0.0315398886827458,0.9333333333333332,0.0315398886827458,0.875438596491228
0.0343228200371057,0.9333333333333332,0.0324675324675324,0.875438596491228
0.0352504638218923,0.9350877192982456,0.0324675324675324,0.8824561403508772
0.0371057513914656,0.9350877192982456,0.0333951762523191,0.8824561403508772
0.0389610389610389,0.936842105263158,0.0333951762523191,0.8912280701754386
0.0408163265306122,0.936842105263158,0.0343228200371057,0.8912280701754386
0.0417439703153988,0.936842105263158,0.0343228200371057,0.8964912280701754
0.0435992578849721,0.9403508771929824,0.0352504638218923,0.8964912280701754
0.0454545454545454,0.9421052631578948,0.0352504638218923,0.9017543859649124
0.0500927643784786,0.9438596491228072,0.036178107606679,0.9017543859649124
0.0538033395176252,0.9438596491228072,0.036178107606679,0.9052631578947368
0.062152133580705,0.9438596491228072,0.0408163265306122,0.9052631578947368
0.0667903525046382,0.9473684210526316,0.0408163265306122,0.9070175438596492
0.075139146567718,0.9491228070175438,0.0426716141001855,0.9070175438596492
0.0844155844155844,0.9526315789473684,0.0426716141001855,0.9105263157894736
0.0992578849721706,0.9526315789473684,0.0435992578849721,0.9105263157894736
0.12430426716141,0.956140350877193,0.0435992578849721,0.9140350877192982
0.147495361781076,0.9578947368421052,0.049165120593692,0.9140350877192982
0.173469387755102,0.9596491228070176,0.049165120593692,0.9157894736842104
0.1883116883116883,0.9666666666666668,0.0510204081632653,0.9157894736842104
0.2532467532467532,0.9719298245614036,0.0510204081632653,0.9192982456140352
0.3608534322820037,0.9789473684210528,0.0640074211502783,0.9192982456140352
0.4628942486085343,0.987719298245614,0.0640074211502783,0.9210526315789472
1.0,1.0,0.0667903525046382,0.9210526315789472
