roc_auc,pr_ap,optimal_threshold,optimal_f1,accuracy,precision,recall,f1,balanced_accuracy,mcc,feature
0.9600391701048275,0.9506969853021028,0.65,0.88364523503496,0.9133333333333333,0.9034941763727121,0.8646496815286624,0.8836452400325467,0.9039491069091452,0.8151488827180058,iptm_H
0.9635799045209217,0.9543721588942163,0.64,0.897585340555865,0.9254545454545454,0.9406631762652705,0.85828025477707,0.8975853455453788,0.9125060765079087,0.8413572728394948,iptm_L
0.07095958966432747,0.22534551333430147,0.5521169224780733,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,model_avg_RMSD
0.9290404103356725,0.9162765397274022,0.1923972785821694,0.8276409799086861,0.8684848484848485,0.8256735340729001,0.8296178343949044,0.8276409849086577,0.8609928702307204,0.7213268832572676,scaled_model_RMSD
0.09904552083463172,0.22854499880745885,-118.65649920064368,0.5513608388509861,0.3806060606060606,0.3806060606060606,1.0,0.5513608428446005,0.5,0.0,del_G_B
0.9115369514004014,0.8864207845072546,0.1481141955284488,0.8356589097321556,0.8715151515151515,0.8141993957703928,0.85828025477707,0.8356589147286821,0.8689640021439167,0.7309906042979573,pdockq_AH
0.950043314594837,0.9426300138111742,0.0159346948424347,0.8670338266293353,0.8975757575757576,0.8569206842923794,0.8773885350318471,0.8670338316286389,0.8936844827801114,0.7839048310798251,pdockq2_AH
0.9458980455457638,0.928601692647506,0.0366137417011148,0.8714733492332034,0.9006060606060606,0.8580246913580247,0.8853503184713376,0.8714733542319749,0.8976653744998566,0.7907363059451884,LIS_AH
0.9509991960312613,0.9450324401155656,0.41,0.8779304719615677,0.9084848484848485,0.8916256157635468,0.8646496815286624,0.8779304769603881,0.9000352125842921,0.8050066640502637,chain_pair_iptm_AH
0.9540374499856656,0.9486166844906112,0.38,0.8950819622174685,0.9224242424242424,0.9222972972972973,0.8694267515923567,0.8950819672131147,0.9122084834282722,0.8345425868917745,chain_pair_iptm_AL
