fpr,tpr
0.0,0.0
0.0,0.0017543859649122807
0.0,0.5105263157894737
0.0009276437847866419,0.5105263157894737
0.0009276437847866419,0.7105263157894737
0.0018552875695732839,0.7105263157894737
0.0018552875695732839,0.7578947368421053
0.0027829313543599257,0.7578947368421053
0.0027829313543599257,0.7859649122807018
0.0037105751391465678,0.7859649122807018
0.0037105751391465678,0.7929824561403509
0.00463821892393321,0.7929824561403509
0.00463821892393321,0.7947368421052632
0.006493506493506494,0.7947368421052632
0.006493506493506494,0.7964912280701755
0.01020408163265306,0.7964912280701755
0.01020408163265306,0.8017543859649123
0.012059369202226345,0.8017543859649123
0.012059369202226345,0.8035087719298246
0.012987012987012988,0.8035087719298246
0.012987012987012988,0.8052631578947368
0.014842300556586271,0.8052631578947368
0.014842300556586271,0.8087719298245614
0.015769944341372914,0.8087719298245614
0.015769944341372914,0.8122807017543859
0.017625231910946195,0.8122807017543859
0.017625231910946195,0.8210526315789474
0.01855287569573284,0.8210526315789474
0.01855287569573284,0.8245614035087719
0.01948051948051948,0.8245614035087719
0.01948051948051948,0.8280701754385965
0.02040816326530612,0.8280701754385965
0.02040816326530612,0.8333333333333334
0.023191094619666047,0.8333333333333334
0.023191094619666047,0.843859649122807
0.02411873840445269,0.843859649122807
0.02411873840445269,0.856140350877193
0.026901669758812616,0.856140350877193
0.026901669758812616,0.8631578947368421
0.027829313543599257,0.8631578947368421
0.027829313543599257,0.8666666666666667
0.030612244897959183,0.8666666666666667
0.030612244897959183,0.8701754385964913
0.03153988868274583,0.8701754385964913
0.03153988868274583,0.875438596491228
0.032467532467532464,0.875438596491228
0.032467532467532464,0.8824561403508772
0.03339517625231911,0.8824561403508772
0.03339517625231911,0.8912280701754386
0.03432282003710575,0.8912280701754386
0.03432282003710575,0.8964912280701754
0.03525046382189239,0.8964912280701754
0.03525046382189239,0.9017543859649123
0.036178107606679034,0.9017543859649123
0.036178107606679034,0.9052631578947369
0.04081632653061224,0.9052631578947369
0.04081632653061224,0.9070175438596492
0.04267161410018553,0.9070175438596492
0.04267161410018553,0.9105263157894737
0.04359925788497217,0.9105263157894737
0.04359925788497217,0.9140350877192982
0.04916512059369202,0.9140350877192982
0.04916512059369202,0.9157894736842105
0.05102040816326531,0.9157894736842105
0.05102040816326531,0.9192982456140351
0.0640074211502783,0.9192982456140351
0.0640074211502783,0.9210526315789473
0.06679035250463822,0.9210526315789473
0.06679035250463822,0.9228070175438596
0.07884972170686456,0.9228070175438596
0.07884972170686456,0.9245614035087719
0.08719851576994433,0.9245614035087719
0.08719851576994433,0.9263157894736842
0.09554730983302412,0.9263157894736842
0.09554730983302412,0.9280701754385965
0.09925788497217068,0.9280701754385965
0.09925788497217068,0.9350877192982456
0.10482374768089053,0.9350877192982456
0.10482374768089053,0.9368421052631579
0.11224489795918367,0.9368421052631579
0.11224489795918367,0.9385964912280702
0.12894248608534323,0.9385964912280702
0.12894248608534323,0.9403508771929825
0.1391465677179963,0.9403508771929825
0.1391465677179963,0.9456140350877194
0.14192949907235622,0.9456140350877194
0.14192949907235622,0.9473684210526315
0.14471243042671614,0.9473684210526315
0.14471243042671614,0.9491228070175438
0.14656771799628943,0.9491228070175438
0.14656771799628943,0.9508771929824561
0.16233766233766234,0.9508771929824561
0.16233766233766234,0.9526315789473684
0.1725417439703154,0.9526315789473684
0.1725417439703154,0.9543859649122807
0.17996289424860853,0.9543859649122807
0.17996289424860853,0.956140350877193
0.18089053803339517,0.956140350877193
0.18089053803339517,0.9578947368421052
0.19666048237476808,0.9578947368421052
0.19666048237476808,0.9614035087719298
0.20315398886827457,0.9614035087719298
0.20315398886827457,0.9631578947368421
0.21706864564007422,0.9631578947368421
0.21706864564007422,0.9649122807017544
0.22448979591836735,0.9649122807017544
0.22448979591836735,0.968421052631579
0.22634508348794063,0.968421052631579
0.22634508348794063,0.9701754385964912
0.23933209647495363,0.9701754385964912
0.23933209647495363,0.9719298245614035
0.24489795918367346,0.9719298245614035
0.24675324675324675,0.9719298245614035
0.24675324675324675,0.9736842105263158
0.26716141001855287,0.9736842105263158
0.26716141001855287,0.9754385964912281
0.2690166975881262,0.9754385964912281
0.27087198515769945,0.9754385964912281
0.274582560296846,0.9754385964912281
0.274582560296846,0.9789473684210527
0.2764378478664193,0.9789473684210527
0.2764378478664193,0.980701754385965
0.27736549165120594,0.980701754385965
0.27736549165120594,0.9824561403508771
0.2792207792207792,0.9824561403508771
0.28014842300556586,0.9824561403508771
0.28014842300556586,0.9842105263157894
0.2829313543599258,0.9842105263157894
0.2829313543599258,0.9859649122807017
0.2857142857142857,0.9859649122807017
0.287569573283859,0.9859649122807017
0.2949907235621521,0.9859649122807017
0.2949907235621521,0.987719298245614
0.29591836734693877,0.987719298245614
0.29777365491651203,0.987719298245614
0.3042671614100185,0.987719298245614
0.3042671614100185,0.9912280701754386
0.30612244897959184,0.9912280701754386
0.30612244897959184,0.9929824561403509
0.310760667903525,0.9929824561403509
0.31261595547309834,0.9929824561403509
0.3274582560296846,0.9929824561403509
0.3293135435992579,0.9929824561403509
0.3302411873840445,0.9929824561403509
0.3320964749536178,0.9929824561403509
0.34137291280148424,0.9929824561403509
0.3432282003710575,0.9929824561403509
0.3432282003710575,0.9947368421052631
0.3450834879406308,0.9947368421052631
0.3469387755102041,0.9947368421052631
0.3580705009276438,0.9947368421052631
0.35992578849721707,0.9947368421052631
0.36641929499072357,0.9947368421052631
